Date,Close_NVDA,Close_QQQ,Close_^VIX,Volume_NVDA,Close_SMH,Close_SOXX,Close_XSD,Close_^DJI,Close_^GSPC,Close_^IXIC,Volume_QQQ,Volume_SMH,Volume_SOXX,Volume_XSD,Volume_^DJI,Volume_^GSPC,Volume_^IXIC,rsi,macd,macd_diff,stoch_k,stoch_d,Month,Dayofweek,target
2014-04-17,0.36436951402302653,79.07599639892578,2.664446539711808,18.849419578833547,3.0415512836542122,23.174226760864254,31.84612464904785,16408.5390625,1864.8499755859375,4095.52001953125,17.799286640670733,15.511089652211316,12.77874849269723,11.138973558699526,18.72956153488782,21.929664696319502,21.393512798131606,53.73040114723741,0.0013201367753208676,0.0002127966748909,54.74436755538562,53.96439613852304,4,3,0.4431590437889099
2014-04-21,0.36683449117416833,79.66305541992188,2.6567569067146595,18.577718688758537,3.0468157995809184,23.3836727142334,32.191715240478516,16449.25,1871.8900146484375,4121.5498046875,17.07160127798485,14.967979835279014,13.01098702505448,11.569315250157509,18.191267592203175,21.694991276087098,21.15792722269234,56.30577230083691,0.0017535455351873354,0.0005174976245329,63.84626054761007,57.217143022231376,4,0,0.4469485878944397
2014-04-22,0.3694569168829878,80.29602813720703,2.6525374616006543,19.3572445845858,3.053514275398308,23.593120574951172,32.75981140136719,16514.369140625,1879.550048828125,4161.4599609375,17.46859186127076,14.835440685218117,13.339087971220277,11.23850177707664,18.2561598235722,21.89123004405862,21.352370373934512,58.93140315267027,0.0023746485722886184,0.0009119072100814,76.15343400719148,64.9146873700624,4,1,0.4521594047546386
2014-04-23,0.3730516932657736,79.58966064453125,2.6581594635674883,19.382250725848202,3.0503799734311694,23.572465896606445,32.6840705871582,16501.650390625,1875.3900146484375,4126.97021484375,17.3528895963631,14.640826140198447,13.308180484304838,10.591647316585027,18.157105759859565,21.850050854755427,21.30813714576918,62.287244294617395,0.00324839720637457,0.0014304927143245,93.07642663604086,77.69204039694749,4,2,0.45618617534637446
2014-04-24,0.3758208092830684,80.35108947753906,2.6616571402213416,19.78547564151335,3.0574707050011805,23.705209732055664,32.99650955200195,16501.650390625,1878.6099853515625,4148.33984375,17.705825662614885,15.112044585354598,12.420381283681547,11.500863005142227,18.20177819934251,21.883860257283644,21.47979618444798,64.68852613215795,0.004215414794101654,0.0019209007207036,87.34178822163062,85.52388295495433,4,3,0.4436327219009399
2014-04-25,0.3671626604047383,79.06678009033203,2.7120422502347417,19.563628849629303,3.0268755302801917,22.929397583007812,32.07809066772461,16361.4599609375,1863.4000244140625,4075.56005859375,17.607262457554892,15.338606178612219,12.475721848739754,11.336200219573199,18.322295853064837,21.8904771420841,21.4590605452065,53.29555776963708,0.0039275016083861886,0.0013054503343288,53.797378434875526,78.07186443084902,4,4,0.4417378604412079
2014-04-28,0.36584923346143416,79.32364654541016,2.7060482162691324,19.23952622277458,3.0243010052200066,22.79960060119629,31.71358299255371,16448.740234375,1869.4300537109375,4074.39990234375,17.886651332495987,15.650265817306009,13.690968355520134,11.856522261533737,18.474316302596048,22.11819282969941,21.576966016253,51.812217640675144,0.003506572936679523,0.0007063633123861,48.73406979469435,63.29107881706684,4,0,0.44268515706062306
2014-04-29,0.36650606961044924,79.9566421508789,2.688527537206614,18.95892696913206,3.0283742043950834,22.95594024658203,31.7703800201416,16535.369140625,1878.3299560546875,4103.5400390625,17.4194501516522,14.546531872369478,12.27886296424548,11.038126355768453,18.081565030422794,22.017395566110007,21.371018083539184,52.52362845438199,0.003212085077782845,0.0003287076058332,51.26536575475787,51.26560466144259,4,1,0.43747437000274664
2014-04-30,0.3628876639671132,80.16764068603516,2.667922399422403,19.538245628807914,3.0324306960380283,23.070981979370117,31.74197769165039,16580.83984375,1883.949951171875,4114.56005859375,17.471076244520145,14.650070925539906,11.955692780409043,11.156264806643742,18.347787429188198,22.05278612238839,21.489384630426994,48.29957993949668,0.0025302060587281193,-0.0002841056108896,37.341485992053954,45.780307180502064,4,2,0.4398429095745086
2014-05-01,0.364534017063842,80.4061279296875,2.6567569067146595,19.104302708335094,3.0253745141876545,22.997238159179688,31.71832275390625,16558.869140625,1883.6800537109375,4127.4501953125,17.42986043952507,14.925260920684135,11.356283350762888,11.80261302508661,18.14136360105448,21.951952717339694,21.45420964068238,50.25779858444202,0.0021553859971929668,-0.0005278438648121,43.670522247828465,44.09245799821344,5,3,0.4365270435810089
2014-05-02,0.36222842528228244,80.25934600830078,2.632607994965697,18.86777392800984,3.0268755302801917,23.076889038085938,31.751455307006836,16512.890625,1881.1400146484375,4123.89990234375,17.506243318644167,14.569471048420292,11.101960259016467,9.97119292889014,18.183818533169884,21.873698614660544,21.33563128736464,47.542898954422625,0.0015730186076687684,-0.0008890383406201,23.134624805455317,34.71554434844592,5,4,0.4412640333175659
2014-05-05,0.3655205294609727,80.68132781982422,2.6595599892722888,19.293061388886585,3.0270897905497445,23.0975399017334,31.789321899414062,16530.55078125,1884.6600341796875,4138.06005859375,17.14501145237614,14.575849455572614,12.464201028227341,11.642206587981981,18.068566825561902,21.728932814336357,21.168701377738948,51.56796653796183,0.0014759838013627983,-0.000788976951568,36.15357044943276,34.31957250090553,5,0,0.4322635531425476
2014-05-06,0.3592560970947662,79.63553619384766,2.69462719365756,19.84664764161874,3.025589003710127,23.0090389251709,31.453205108642575,16401.01953125,1867.719970703125,4080.760009765625,17.33296391362113,14.722720584751142,12.313136210176474,10.971657815702502,18.124159736285087,21.92541497971198,21.338781151957836,44.570172935978405,0.0006658916677481243,-0.0012799497042464,3.968238566581522,21.085477940489877,5,1,0.4327373504638672
2014-05-07,0.35958684555983117,79.40617370605469,2.6672281800910014,19.498750134791663,3.029229687663797,23.01789093017578,31.467397689819336,16518.5390625,1878.2099609375,4067.669921875,18.027476676138946,15.357483217222484,11.567423119906431,11.121378054821049,18.357421414966204,22.0133108276355,21.633952897942805,44.993336271972254,6.094866556451727e-05,-0.0015080900832783,14.388477990003988,18.17009566867277,5,2,0.4381850063800812
2014-05-08,0.36338190636427387,79.33281707763672,2.669309393934482,19.885619915373145,3.03540941742612,23.17717933654785,31.44847869873047,16550.970703125,1875.6300048828125,4051.5,17.65618579989394,15.079355041893256,11.843674210764698,11.309596795779068,18.141231369651077,21.94510409964427,21.60369724029466,49.74399888657949,2.0696081179924934e-05,-0.0012386754487241,30.93509120350251,16.430602586696015,5,3,0.427526444196701
2014-05-09,0.35594318720775986,79.62638092041016,2.6333266603871603,20.1062126569367,3.0311515772292594,23.103435516357425,31.481613159179688,16583.33984375,1878.47998046875,4071.8701171875,17.37318451246622,14.817245138897842,12.20507715018907,11.7068543948059,18.13273198260893,21.830183540308184,21.40442140516001,42.08547972417296,-0.0008609627103658393,-0.0016965641513746,19.428506949841143,21.58402538111589,5,4,0.44007995724678034
2014-05-12,0.3646986379122251,80.93818664550781,2.582486943526435,19.51881292071853,3.0468157995809184,23.525266647338867,32.257991790771484,16695.470703125,1896.6500244140625,4143.85986328125,17.477817596890514,14.430156051201998,12.040614105490253,12.429220196836383,18.085907077942974,21.82378963118979,21.354548252561464,51.547276946704535,-0.0005410004098084938,-0.0011011019865197,49.71444450305227,33.359347552131986,5,0,0.43297392129898066
2014-05-13,0.35975195000561533,80.99323272705078,2.5748996970306925,19.21414374154816,3.0398606550782676,23.33942985534668,31.931339263916016,16715.439453125,1897.449951171875,4130.169921875,17.227050965641986,14.138174323528883,12.682930853382516,12.429220196836383,18.082967751912403,21.793368906044993,21.377401882909954,46.87846520230921,-0.0008506227457033299,-0.0011287518699425,32.57080032095024,33.90458392461456,5,1,0.42871066927909857
2014-05-14,0.3567724076843562,80.57125854492188,2.5779415215481998,19.182980787866548,3.0320045968400295,23.14472770690918,31.424789428710938,16613.970703125,1888.530029296875,4100.6298828125,17.092036269213338,13.838251022450393,11.544433821905134,14.335256873776387,18.091759937378665,21.760732952022018,21.291093529564442,44.286831978249275,-0.001423112625222417,-0.0013615143781083,23.07672532263685,35.12065671554647,5,2,0.426342099905014
2014-05-15,0.3551131949769511,79.9382553100586,2.651127059086777,19.60208887309734,3.0225810273629206,22.87334251403809,31.07921981811523,16446.810546875,1870.8499755859375,4069.2900390625,17.904512557412744,14.570787579870307,13.471471162478311,13.851843451531353,18.48468788330664,21.990956826307496,21.45708940190597,42.868846641072025,-0.0020437942858776608,-0.0015866183236667,22.834389411648115,26.16063835174508,5,3,0.42539465427398687
2014-05-16,0.3544487257446502,80.46115112304688,2.598235303873522,19.46434394465708,3.030084347559405,23.12703514099121,31.30171585083008,16491.310546875,1877.8599853515625,4090.590087890625,18.017275028838018,14.25092338943811,12.227349675556338,11.715057818961629,18.59740333072596,21.878148182333955,21.277765704276266,42.28561291870248,-0.002581945701425692,-0.0017008126883839,19.840987339495076,21.91736735792669,5,4,0.439132422208786
2014-05-19,0.3640404474439133,81.020751953125,2.5967461372286285,19.70182568102192,3.0383792923776523,23.36007499694824,31.883996963500977,16511.859375,1885.0799560546875,4125.81005859375,17.281777600934085,14.25569974604562,12.85996171223744,13.251285915556824,18.224422533587948,21.70318842944068,21.19414408422726,52.39836305499151,-0.0018807647338928088,-0.0007984523006194,65.87309370746671,36.18282348620331,5,0,0.4340165257453918
2014-05-20,0.3604792663407266,80.7271957397461,2.6361961000668175,19.36146895133011,3.0337084562327776,23.24798011779785,31.43427276611328,16374.3095703125,1872.8299560546875,4096.89013671875,17.333483089759017,15.075561476149538,12.380870134047337,11.7068543948059,18.13499668746998,21.824441504350162,21.309890716681863,48.95803822238889,-0.0017171261908828998,-0.0005076152925355,48.73089919026603,44.81499341240928,5,1,0.4340165257453918
2014-05-21,0.3604792663407266,81.49777221679688,2.5580021930391945,19.19407984568379,3.0392260801249646,23.36007499694824,31.585765838623047,16533.060546875,1888.030029296875,4131.5400390625,17.422032362409535,15.231169770479625,11.82847315946983,12.591338447675579,18.15580333718656,21.74468745847636,21.25595079565232,48.95803822238889,-0.0015693463473713746,-0.0002876739296495,48.73089919026603,54.44496402933294,5,2,0.4359200596809387
2014-05-22,0.3618058003306059,81.85555267333984,2.5672543706433686,18.685841103392686,3.0426063517843063,23.46626853942871,31.89820098876953,16543.080078125,1892.489990234375,4154.33984375,17.237069267029785,14.042009274411742,12.484843884164489,13.101754465147772,17.89727635485715,21.738424050644074,21.33075163849562,50.36435653100696,-0.0012840341582352063,-1.563517534558176e-06,55.109204385986914,50.857000922173,5,3,0.439965158700943
2014-05-23,0.3646189179486298,82.45182800292969,2.5144654242526223,19.023115165853362,3.049961365428054,23.69046211242676,32.36688232421875,16606.26953125,1900.530029296875,4185.81005859375,16.937315898601014,14.582837600950917,12.361797799507952,13.36232628696001,17.931942732952955,21.597183372224887,21.152844528901944,53.30842568561592,-0.0007234145926594841,0.0004476952363277,68.66340250911428,57.50116869512241,5,4,0.4478175044059753
2014-05-27,0.3700572531519136,83.479248046875,2.52652834277473,19.161093121748596,3.0634786027437846,23.982501983642575,32.85921859741211,16675.5,1911.9100341796875,4237.06982421875,17.207505762503118,14.391450099795268,13.270612678298292,12.50766132136896,18.20835349743753,21.791769372521056,21.317879147742584,58.45932264536577,0.000350580139242729,0.0012176105248593,100.0,74.59086896503374,5,1,0.4516246318817138
2014-05-28,0.37268336499326876,83.2224349975586,2.54002597307657,19.230169926823145,3.06492362947165,24.017894744873047,33.024925231933594,16633.1796875,1909.780029296875,4225.080078125,17.232190825422716,14.830089213577597,12.449022745701502,12.120520203776788,17.950357079500826,21.813997152499617,21.302762681035162,60.721772275670986,0.0014909382335678198,0.0018872153278131,91.84337155007854,86.83559135306427,5,2,0.4509107172489167
2014-05-29,0.3721914401335714,83.75446319580078,2.5313129983240508,18.962330394468424,3.0651297135623405,24.062143325805664,33.114864349365234,16698.740234375,1920.030029296875,4247.9501953125,17.313111491178926,14.093748928704667,11.924379271639218,13.66375816660943,17.83189359673468,21.719863857243375,21.26209565770543,60.06118110914008,0.0023096929869216676,0.0021660219806389,88.00950305636874,93.28429153548244,5,3,0.4521004557609558
2014-05-30,0.3730110984178453,83.76362609863281,2.517696441847303,19.29250953556753,3.0673957929082567,24.091642379760746,33.095924377441406,16717.169921875,1923.5699462890625,4242.6201171875,17.21358309571656,14.339647787856073,12.299567542341206,11.703554089007538,18.471278806222063,21.90606301214639,21.36704418646654,60.82603032504841,0.0030190513674790806,0.002301818312723,90.6588831261256,90.17058591085764,5,4,0.45067280530929565
